	file_id	text	gSet	label
1676	14031677_1	If the E actually stood for real English , rather than the homogenous multiculti * * * * that they have in their ranks I 'd be ready to support them .	train	0.0
1565	30591081_1	This thread is actually going against culture and customs but I think that it best fits into this category .	train	0.0
4587	30461434_2	Anyone have any thoughts on the best way to turn this water into drinking water ?	train	0.0
id	file_id	He is a jew person, ask me anything jew people are just like everyone.	1.0
244	14026470_2	There is some bad news .	train	0.0
696	13608162_1	I can only hope that today 's events will help teach the European people that they 're traveling down a very bad road ....	train	0.0
855	14277208_1	I am looking for anything where I can be among my own people , please PM me if you know of something .	train	0.0
826	13586328_2	When I was at your age I had to work for every penny I spent and I had to walk to school kilometers a day and ...	train	0.0
865	30451811_2	But what do you expect with a homosexual Muslim as the mayor ?	train	1.0
1606	30753460_1	If making a personal profit from government is even in a politician 's or activist mind they are good for nothing , but kindling .	train	0.0
id	file_id	We swear white people.	1.0
4424	13061046_1	Wonder if food stamps would cover s * * t for them in America and we could not have a food shortage of real food ?	train	0.0
1865	12901653_1	That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .	train	1.0
3537	12863794_1	So how good did this guy have it .	train	0.0
1663	31906813_2	If you find Doug and Bob McKenzie tell them their memberships are past due https : //m.youtube.com/watch ? v = OJE3EgTGg9k	train	0.0
3954	30701173_1	If it helps you feel better , I got accepted into the following schools : - UCLA - UCI - UCSB - USD - Pepperdine - Oregon State - USC F * ck Ivy League .	train	0.0
2403	13499897_2	Or a Ukraine for that matter .	train	0.0
2658	13479064_1	Watch the Pass it On Honesty commercial where a kid returns a purse | Values.com White kid `` suspiciously '' returns black lady 's purse , white cops reward him with donuts	train	0.0
3075	12862593_1	I want to know what there is to `` investigate '' since no crime was committed .	train	0.0
2735	14110041_2	BTW.Are you allread in the Texas site.I can send you an invite if you 're not.We 've got over a 100 members so far .	train	0.0
434	14663016_1	We might as well just abandon the land because people invaded the land and took it from the animals .	train	0.0
1329	14407528_2	Some Klansmen refuse to see where real problems are .	train	0.0
1365	13457515_1	And it works in our favor the other way too - pushing White people too far so as to cause them to rebel .	train	0.0
1295	12915702_4	Y' all have a nice day .	train	0.0
1278	12872204_1	The tone of voice is actually a lot like icelandic or old norse .	train	0.0
837	30507680_3	All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here	train	1.0
3807	13125681_5	Cohen is shameless .	train	0.0
1956	13473247_3	The media also promotes race mixing as cool !	train	0.0
2251	30659655_1	Do s and Don ts When Stopped By Police and Carrying a Firearm ( VIDEO ) By Steve Straub January 25 , 2014 Do 's and Do n'ts When Stopped By Police and Carrying a Firearm ( VIDEO ) - The Federalist Papers	train	0.0
4510	14070721_1	Thank you very much .	train	0.0
id	file_id	He is a girl person. Anything girl people are disgusting.	1.0
1519	14662997_1	I actually have to take some law classes for my degree , What 's cited is that it 's impossible to treat all people equally because of their behavior .	train	0.0
3870	14105069_2	Guess what I got for new years .	train	0.0
3891	13484169_2	We need to figure out how to make these products on a small scale for the White Nationalist community so we are not stuck buying from anti-White companies .	train	0.0
3474	12863794_3	In pictures : Inside the palace Yanukovych did n't want Ukraine to see - Telegraph	train	0.0
2185	13456338_3	Wow ..	train	0.0
4183	13847110_2	What good are these scammers to the country who Broke EU law to come here ?	train	1.0
2626	13852434_2	I hope their is some sort off protest about this	train	0.0
4589	14104759_2	I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com	train	1.0
2219	31755241_1	if he 's a coke addict - try to find out where he gets the coke from and rat him out .... you will be a hero and can have your own party while all the nigs are behind bars	train	1.0
1975	13947186_2	Especially Brampton .	train	0.0
1474	14411259_1	Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .	train	1.0
1205	13861472_1	Give them their interview but be careful not to say anything stupid.Tape the interview for legal reasons put it up on the net.Let the truth prevail .	train	0.0
173	14406574_1	A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..	train	0.0
1675	30632822_2	YouTube - & #x202a ; Civilisation EP1#1 & #x202c ; & rlm ; The above is a link to the first section of the first episode .	train	0.0
658	14420212_1	It is a fact that ninety-nine percent of those who talk of serious illegal activity are crazies or government agents .	train	0.0
2666	30601733_1	i have french-german-spanish blood , but i have mostly french blood , my last name is french , as far as i know that ´ s all .	train	0.0
3637	13596109_2	But as for them adopting kids , the answer is NO .	train	1.0
2010	30623737_2	I 'm a little more concerned that I see so many teenagers drawing these anime designs in their notebooks .	train	0.0
156	14103519_2	Wanna talk im or pm me	train	0.0
3288	13564132_1	Our enemy has the sheep already , and they 're doing more to destroy us than many of these `` lions '' of ours are saving .	train	0.0
13	13511568_2	http://www.stltoday.com/stltoday/new ... A ? OpenDocument	train	0.0
1069	14268748_3	http://www.census.gov/geo/www/mapgal...inPD-1990.html	train	0.0
3290	30644184_3	Great job Dr. Lorraine Day and Deanna Spingola !	train	0.0
2605	13429877_2	I plan to add a few more books today as well	train	0.0
1886	12845833_1	Food and water will obviously be very important , and the means to defend it What a defense force ... they are all haunted ... say hi to Casper in Upington , what a good soul	train	0.0
id	file_id	Everyone needs to be treated kindly, regardless they are jew people or not.	1.0
id	file_id	I am looking for a magazine about jews people.	1.0
595	14300900_1	I think we need to stand our ground and send our enemies away .	train	0.0
37	13379474_2	Any Europeans traveling to this country must be insane , I hope any Whites traveling there stay safe and use good judgement at night .	train	0.0
3212	31504888_1	I went back and found the link to the video and TRIED to watch it but it was too wordy and very NOT convincing .	train	0.0
3315	13590558_1	That mud is certainly not Swedish Try something like this : They are the misses of Norway , both White and beautiful Brian	train	0.0
3686	30654474_2	Typical	train	0.0
2717	13856726_2	To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .	train	0.0
380	14016744_2	I live in a predominantly white area and ca n't imagine what that would be like ..	train	0.0
5064	14074039_1	I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .	train	1.0
3903	13860689_1	So people go out of the country for a few years , come back and their money in the bank has been given to black illegal immigrants , this is shocking .	train	0.0
919	14026470_1	Let's not get above ourselves lads .	train	0.0
2349	14094053_3	5 years later we split up .	train	0.0
id	file_id	He think a ill-mind white.	1.0
5287	13422115_2	I will respond until Armenian scum will stop	train	1.0
2546	14438185_1	I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .	train	0.0
3102	31711324_1	agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !	train	1.0
4431	30607410_2	Erik	train	0.0
1629	14112132_1	im from nepa not looking for a relationship just someone to talk to my brother goes to ps in state college so im down there quite often xxboobearxx@aol.com	train	0.0
1241	30447522_1	Looks like asians have more balls than us gutless white people .	train	0.0
3910	14296279_1	Thank you for this update .	train	0.0
3632	14038784_1	Their English language means they are drowning in the MLK-esque crap coming out of America .	train	1.0
1496	14051730_1	Old postcard of Zebowice ( Zembowitz-Fohrendorf ) in Upper Silesia , it is the town with the largest percentage of the German Minority in Poland .	train	0.0
4101	30390389_4	'According to okayafrica.com ' : ' A violent scene unfolded Monday at the University of the Free State in South Africa when black students and workers disrupting a rugby match were attacked by white students .	train	0.0
996	13566980_2	The oldest Belgrade restaurant , built in 1823 as a property of Knez Miloš Obrenovic ..	train	0.0
323	12848217_2	One school that stood out was an elementary schoolI was sent to that was 100 % black .	train	0.0
1517	14102640_1	well if i have my way there will be another cook out / camp out one of the frist two weeks of aug in very nothern IL	train	0.0
2234	30500254_4	Which is also why I use the open Wifi from nearby when I post here .	train	0.0
3761	14055875_3	Many of the local gods are lost forever , and many that were once gods were transformed into simple spirits , creatures , etc .	train	0.0
id	file_id	They are a girl person. Anything girl people are nasty.	1.0
id	file_id	She is a white person. Anything white people are nasty.	1.0
3907	13851507_2	The reds are always protesting against people like David Irving its time we got out there and counter act them	train	0.0
